country,gender,category,year
Belgium,men,U20,2015
Bosnia and Herzegovina,men,U20,2015
Bulgaria,men,U20,2015
Croatia,men,U20,2015
Czech Republic,men,U20,2015
France,men,U20,2015
Germany,men,U20,2015
Great Britain,men,U20,2015
Greece,men,U20,2015
Israel,men,U20,2015
Italy,men,U20,2015
Latvia,men,U20,2015
Lithuania,men,U20,2015
Poland,men,U20,2015
Russia,men,U20,2015
Serbia,men,U20,2015
Slovenia,men,U20,2015
Spain,men,U20,2015
Turkey,men,U20,2015
Ukraine,men,U20,2015
Albania,men,U20,2015
Armenia,men,U20,2015
Austria,men,U20,2015
Belarus,men,U20,2015
Georgia,men,U20,2015
Hungary,men,U20,2015
Kosovo,men,U20,2015
Luxembourg,men,U20,2015
North Macedonia,men,U20,2015
Moldova,men,U20,2015
Montenegro,men,U20,2015
Netherlands,men,U20,2015
Portugal,men,U20,2015
Romania,men,U20,2015
Slovakia,men,U20,2015
Sweden,men,U20,2015
Switzerland,men,U20,2015
Bosnia and Herzegovina,men,U18,2015
Croatia,men,U18,2015
Czech Republic,men,U18,2015
Finland,men,U18,2015
France,men,U18,2015
Germany,men,U18,2015
Greece,men,U18,2015
Italy,men,U18,2015
Latvia,men,U18,2015
Lithuania,men,U18,2015
Montenegro,men,U18,2015
Russia,men,U18,2015
Serbia,men,U18,2015
Spain,men,U18,2015
Turkey,men,U18,2015
Ukraine,men,U18,2015
Albania,men,U18,2015
Austria,men,U18,2015
Belarus,men,U18,2015
Belgium,men,U18,2015
Bulgaria,men,U18,2015
Denmark,men,U18,2015
England,men,U18,2015
Estonia,men,U18,2015
Georgia,men,U18,2015
Hungary,men,U18,2015
Iceland,men,U18,2015
Ireland,men,U18,2015
Israel,men,U18,2015
Luxembourg,men,U18,2015
North Macedonia,men,U18,2015
Netherlands,men,U18,2015
Poland,men,U18,2015
Portugal,men,U18,2015
Romania,men,U18,2015
Scotland,men,U18,2015
Slovakia,men,U18,2015
Slovenia,men,U18,2015
Sweden,men,U18,2015
Switzerland,men,U18,2015
Bosnia and Herzegovina,men,U16,2015
Croatia,men,U16,2015
England,men,U16,2015
Finland,men,U16,2015
France,men,U16,2015
Germany,men,U16,2015
Greece,men,U16,2015
Israel,men,U16,2015
Italy,men,U16,2015
Latvia,men,U16,2015
Lithuania,men,U16,2015
Montenegro,men,U16,2015
Russia,men,U16,2015
Serbia,men,U16,2015
Spain,men,U16,2015
Turkey,men,U16,2015
Austria,men,U16,2015
Belarus,men,U16,2015
Belgium,men,U16,2015
Bulgaria,men,U16,2015
Czech Republic,men,U16,2015
Denmark,men,U16,2015
Estonia,men,U16,2015
Georgia,men,U16,2015
Hungary,men,U16,2015
Iceland,men,U16,2015
Ireland,men,U16,2015
Luxembourg,men,U16,2015
North Macedonia,men,U16,2015
Netherlands,men,U16,2015
Norway,men,U16,2015
Poland,men,U16,2015
Portugal,men,U16,2015
Romania,men,U16,2015
Scotland,men,U16,2015
Slovakia,men,U16,2015
Slovenia,men,U16,2015
Sweden,men,U16,2015
Switzerland,men,U16,2015
Ukraine,men,U16,2015
Bulgaria,men,U20,2014
Croatia,men,U20,2014
Czech Republic,men,U20,2014
France,men,U20,2014
Germany,men,U20,2014
Great Britain,men,U20,2014
Greece,men,U20,2014
Hungary,men,U20,2014
Israel,men,U20,2014
Italy,men,U20,2014
Latvia,men,U20,2014
Lithuania,men,U20,2014
Montenegro,men,U20,2014
Poland,men,U20,2014
Russia,men,U20,2014
Serbia,men,U20,2014
Slovenia,men,U20,2014
Spain,men,U20,2014
Sweden,men,U20,2014
Turkey,men,U20,2014
Austria,men,U20,2014
Belarus,men,U20,2014
Belgium,men,U20,2014
Bosnia and Herzegovina,men,U20,2014
Cyprus,men,U20,2014
Estonia,men,U20,2014
Finland,men,U20,2014
Georgia,men,U20,2014
Luxembourg,men,U20,2014
Netherlands,men,U20,2014
Portugal,men,U20,2014
Romania,men,U20,2014
Switzerland,men,U20,2014
Ukraine,men,U20,2014
Belgium,men,U18,2014
Bosnia and Herzegovina,men,U18,2014
Croatia,men,U18,2014
Czech Republic,men,U18,2014
England,men,U18,2014
France,men,U18,2014
Greece,men,U18,2014
Italy,men,U18,2014
Latvia,men,U18,2014
Lithuania,men,U18,2014
Montenegro,men,U18,2014
Poland,men,U18,2014
Russia,men,U18,2014
Serbia,men,U18,2014
Spain,men,U18,2014
Turkey,men,U18,2014
Austria,men,U18,2014
Bulgaria,men,U18,2014
Denmark,men,U18,2014
Estonia,men,U18,2014
Finland,men,U18,2014
Georgia,men,U18,2014
Germany,men,U18,2014
Hungary,men,U18,2014
Iceland,men,U18,2014
Ireland,men,U18,2014
Israel,men,U18,2014
Luxembourg,men,U18,2014
North Macedonia,men,U18,2014
Netherlands,men,U18,2014
Norway,men,U18,2014
Portugal,men,U18,2014
Romania,men,U18,2014
Scotland,men,U18,2014
Slovenia,men,U18,2014
Sweden,men,U18,2014
Switzerland,men,U18,2014
Ukraine,men,U18,2014
Bosnia and Herzegovina,men,U16,2014
Croatia,men,U16,2014
Denmark,men,U16,2014
Finland,men,U16,2014
France,men,U16,2014
Germany,men,U16,2014
Greece,men,U16,2014
Italy,men,U16,2014
Latvia,men,U16,2014
Lithuania,men,U16,2014
Poland,men,U16,2014
Russia,men,U16,2014
Serbia,men,U16,2014
Spain,men,U16,2014
Turkey,men,U16,2014
Ukraine,men,U16,2014
Albania,men,U16,2014
Austria,men,U16,2014
Belgium,men,U16,2014
Bulgaria,men,U16,2014
Czech Republic,men,U16,2014
England,men,U16,2014
Estonia,men,U16,2014
Georgia,men,U16,2014
Hungary,men,U16,2014
Ireland,men,U16,2014
Israel,men,U16,2014
Luxembourg,men,U16,2014
North Macedonia,men,U16,2014
Montenegro,men,U16,2014
Netherlands,men,U16,2014
Norway,men,U16,2014
Portugal,men,U16,2014
Romania,men,U16,2014
Scotland,men,U16,2014
Slovenia,men,U16,2014
Sweden,men,U16,2014
Switzerland,men,U16,2014
Bulgaria,men,U20,2013
Croatia,men,U20,2013
Czech Republic,men,U20,2013
Estonia,men,U20,2013
France,men,U20,2013
Georgia,men,U20,2013
Germany,men,U20,2013
Greece,men,U20,2013
Israel,men,U20,2013
Italy,men,U20,2013
Latvia,men,U20,2013
Lithuania,men,U20,2013
Montenegro,men,U20,2013
Russia,men,U20,2013
Serbia,men,U20,2013
Slovenia,men,U20,2013
Spain,men,U20,2013
Sweden,men,U20,2013
Turkey,men,U20,2013
Ukraine,men,U20,2013
Belgium,men,U20,2013
Cyprus,men,U20,2013
Great Britain,men,U20,2013
Hungary,men,U20,2013
Luxembourg,men,U20,2013
Netherlands,men,U20,2013
Poland,men,U20,2013
Portugal,men,U20,2013
Romania,men,U20,2013
Slovakia,men,U20,2013
Switzerland,men,U20,2013
Bosnia and Herzegovina,men,U18,2013
Bulgaria,men,U18,2013
Croatia,men,U18,2013
Czech Republic,men,U18,2013
England,men,U18,2013
France,men,U18,2013
Greece,men,U18,2013
Italy,men,U18,2013
Latvia,men,U18,2013
Lithuania,men,U18,2013
Russia,men,U18,2013
Serbia,men,U18,2013
Slovenia,men,U18,2013
Spain,men,U18,2013
Turkey,men,U18,2013
Ukraine,men,U18,2013
Austria,men,U18,2013
Belarus,men,U18,2013
Belgium,men,U18,2013
Denmark,men,U18,2013
Estonia,men,U18,2013
Finland,men,U18,2013
Georgia,men,U18,2013
Germany,men,U18,2013
Hungary,men,U18,2013
Israel,men,U18,2013
Luxembourg,men,U18,2013
North Macedonia,men,U18,2013
Montenegro,men,U18,2013
Netherlands,men,U18,2013
Norway,men,U18,2013
Poland,men,U18,2013
Portugal,men,U18,2013
Romania,men,U18,2013
Scotland,men,U18,2013
Slovakia,men,U18,2013
Sweden,men,U18,2013
Switzerland,men,U18,2013
Belgium,men,U16,2013
Croatia,men,U16,2013
France,men,U16,2013
Germany,men,U16,2013
Greece,men,U16,2013
Italy,men,U16,2013
Latvia,men,U16,2013
Lithuania,men,U16,2013
Montenegro,men,U16,2013
Poland,men,U16,2013
Russia,men,U16,2013
Serbia,men,U16,2013
Spain,men,U16,2013
Sweden,men,U16,2013
Turkey,men,U16,2013
Ukraine,men,U16,2013
Austria,men,U16,2013
Belarus,men,U16,2013
Bosnia and Herzegovina,men,U16,2013
Bulgaria,men,U16,2013
Czech Republic,men,U16,2013
Denmark,men,U16,2013
England,men,U16,2013
Estonia,men,U16,2013
Finland,men,U16,2013
Georgia,men,U16,2013
Hungary,men,U16,2013
Ireland,men,U16,2013
Israel,men,U16,2013
Luxembourg,men,U16,2013
North Macedonia,men,U16,2013
Netherlands,men,U16,2013
Norway,men,U16,2013
Portugal,men,U16,2013
Romania,men,U16,2013
Slovakia,men,U16,2013
Slovenia,men,U16,2013
Switzerland,men,U16,2013
Estonia,men,U20,2012
France,men,U20,2012
Georgia,men,U20,2012
Germany,men,U20,2012
Greece,men,U20,2012
Italy,men,U20,2012
Latvia,men,U20,2012
Lithuania,men,U20,2012
Montenegro,men,U20,2012
Russia,men,U20,2012
Serbia,men,U20,2012
Slovenia,men,U20,2012
Spain,men,U20,2012
Sweden,men,U20,2012
Turkey,men,U20,2012
Ukraine,men,U20,2012
Austria,men,U20,2012
Belarus,men,U20,2012
Belgium,men,U20,2012
Bulgaria,men,U20,2012
Croatia,men,U20,2012
Czech Republic,men,U20,2012
Denmark,men,U20,2012
Great Britain,men,U20,2012
Hungary,men,U20,2012
Israel,men,U20,2012
Luxembourg,men,U20,2012
North Macedonia,men,U20,2012
Netherlands,men,U20,2012
Poland,men,U20,2012
Portugal,men,U20,2012
Slovakia,men,U20,2012
Switzerland,men,U20,2012
Bulgaria,men,U18,2012
Croatia,men,U18,2012
Denmark,men,U18,2012
France,men,U18,2012
Germany,men,U18,2012
Greece,men,U18,2012
Italy,men,U18,2012
Latvia,men,U18,2012
Lithuania,men,U18,2012
Poland,men,U18,2012
Russia,men,U18,2012
Serbia,men,U18,2012
Slovenia,men,U18,2012
Spain,men,U18,2012
Turkey,men,U18,2012
Ukraine,men,U18,2012
Austria,men,U18,2012
Belarus,men,U18,2012
Belgium,men,U18,2012
Bosnia and Herzegovina,men,U18,2012
Czech Republic,men,U18,2012
England,men,U18,2012
Estonia,men,U18,2012
Finland,men,U18,2012
Georgia,men,U18,2012
Hungary,men,U18,2012
Iceland,men,U18,2012
Israel,men,U18,2012
Luxembourg,men,U18,2012
Montenegro,men,U18,2012
Netherlands,men,U18,2012
Norway,men,U18,2012
Portugal,men,U18,2012
Romania,men,U18,2012
Scotland,men,U18,2012
Slovakia,men,U18,2012
Sweden,men,U18,2012
Switzerland,men,U18,2012
Croatia,men,U16,2012
Czech Republic,men,U16,2012
England,men,U16,2012
France,men,U16,2012
Germany,men,U16,2012
Greece,men,U16,2012
Italy,men,U16,2012
Latvia,men,U16,2012
Lithuania,men,U16,2012
Poland,men,U16,2012
Russia,men,U16,2012
Serbia,men,U16,2012
Slovenia,men,U16,2012
Spain,men,U16,2012
Turkey,men,U16,2012
Ukraine,men,U16,2012
Austria,men,U16,2012
Belarus,men,U16,2012
Belgium,men,U16,2012
Bosnia and Herzegovina,men,U16,2012
Bulgaria,men,U16,2012
Denmark,men,U16,2012
Estonia,men,U16,2012
Finland,men,U16,2012
Georgia,men,U16,2012
Hungary,men,U16,2012
Israel,men,U16,2012
Luxembourg,men,U16,2012
North Macedonia,men,U16,2012
Montenegro,men,U16,2012
Netherlands,men,U16,2012
Norway,men,U16,2012
Portugal,men,U16,2012
Romania,men,U16,2012
Slovakia,men,U16,2012
Sweden,men,U16,2012
Switzerland,men,U16,2012
Austria,men,U20,2011
Croatia,men,U20,2011
France,men,U20,2011
Germany,men,U20,2011
Greece,men,U20,2011
Italy,men,U20,2011
Latvia,men,U20,2011
Lithuania,men,U20,2011
Montenegro,men,U20,2011
Russia,men,U20,2011
Serbia,men,U20,2011
Slovenia,men,U20,2011
Spain,men,U20,2011
Sweden,men,U20,2011
Turkey,men,U20,2011
Ukraine,men,U20,2011
Belarus,men,U20,2011
Belgium,men,U20,2011
Bosnia and Herzegovina,men,U20,2011
Bulgaria,men,U20,2011
Czech Republic,men,U20,2011
Denmark,men,U20,2011
Estonia,men,U20,2011
Finland,men,U20,2011
Georgia,men,U20,2011
Great Britain,men,U20,2011
Hungary,men,U20,2011
Iceland,men,U20,2011
Israel,men,U20,2011
Luxembourg,men,U20,2011
North Macedonia,men,U20,2011
Netherlands,men,U20,2011
Norway,men,U20,2011
Poland,men,U20,2011
Portugal,men,U20,2011
Romania,men,U20,2011
Slovakia,men,U20,2011
Switzerland,men,U20,2011
Croatia,men,U18,2011
Czech Republic,men,U18,2011
France,men,U18,2011
Germany,men,U18,2011
Greece,men,U18,2011
Italy,men,U18,2011
Latvia,men,U18,2011
Lithuania,men,U18,2011
Poland,men,U18,2011
Russia,men,U18,2011
Serbia,men,U18,2011
Slovenia,men,U18,2011
Spain,men,U18,2011
Turkey,men,U18,2011
Ukraine,men,U18,2011
Austria,men,U18,2011
Belgium,men,U18,2011
Bulgaria,men,U18,2011
Denmark,men,U18,2011
England,men,U18,2011
Estonia,men,U18,2011
Georgia,men,U18,2011
Hungary,men,U18,2011
Israel,men,U18,2011
Luxembourg,men,U18,2011
Montenegro,men,U18,2011
Netherlands,men,U18,2011
Norway,men,U18,2011
Portugal,men,U18,2011
Romania,men,U18,2011
Slovakia,men,U18,2011
Sweden,men,U18,2011
Switzerland,men,U18,2011
Bulgaria,men,U16,2011
Croatia,men,U16,2011
Czech Republic,men,U16,2011
France,men,U16,2011
Germany,men,U16,2011
Greece,men,U16,2011
Italy,men,U16,2011
Latvia,men,U16,2011
Lithuania,men,U16,2011
Montenegro,men,U16,2011
Poland,men,U16,2011
Russia,men,U16,2011
Serbia,men,U16,2011
Spain,men,U16,2011
Turkey,men,U16,2011
Ukraine,men,U16,2011
Armenia,men,U16,2011
Austria,men,U16,2011
Belgium,men,U16,2011
Bosnia and Herzegovina,men,U16,2011
Cyprus,men,U16,2011
Denmark,men,U16,2011
England,men,U16,2011
Estonia,men,U16,2011
Finland,men,U16,2011
Georgia,men,U16,2011
Hungary,men,U16,2011
Ireland,men,U16,2011
Israel,men,U16,2011
Luxembourg,men,U16,2011
North Macedonia,men,U16,2011
Netherlands,men,U16,2011
Portugal,men,U16,2011
Romania,men,U16,2011
Slovakia,men,U16,2011
Slovenia,men,U16,2011
Sweden,men,U16,2011
Switzerland,men,U16,2011
Croatia,men,U20,2010
Czech Republic,men,U20,2010
France,men,U20,2010
Germany,men,U20,2010
Greece,men,U20,2010
Italy,men,U20,2010
Latvia,men,U20,2010
Lithuania,men,U20,2010
Montenegro,men,U20,2010
Netherlands,men,U20,2010
Russia,men,U20,2010
Serbia,men,U20,2010
Slovenia,men,U20,2010
Spain,men,U20,2010
Turkey,men,U20,2010
Ukraine,men,U20,2010
Austria,men,U20,2010
Belarus,men,U20,2010
Belgium,men,U20,2010
Bulgaria,men,U20,2010
Denmark,men,U20,2010
Finland,men,U20,2010
Georgia,men,U20,2010
Great Britain,men,U20,2010
Hungary,men,U20,2010
Israel,men,U20,2010
Norway,men,U20,2010
Poland,men,U20,2010
Portugal,men,U20,2010
Romania,men,U20,2010
Slovakia,men,U20,2010
Sweden,men,U20,2010
Switzerland,men,U20,2010
Bulgaria,men,U18,2010
Croatia,men,U18,2010
France,men,U18,2010
Germany,men,U18,2010
Greece,men,U18,2010
Italy,men,U18,2010
Latvia,men,U18,2010
Lithuania,men,U18,2010
Poland,men,U18,2010
Russia,men,U18,2010
Serbia,men,U18,2010
Slovenia,men,U18,2010
Spain,men,U18,2010
Sweden,men,U18,2010
Turkey,men,U18,2010
Ukraine,men,U18,2010
Austria,men,U18,2010
Belarus,men,U18,2010
Belgium,men,U18,2010
Bosnia and Herzegovina,men,U18,2010
Czech Republic,men,U18,2010
Denmark,men,U18,2010
England,men,U18,2010
Estonia,men,U18,2010
Finland,men,U18,2010
Georgia,men,U18,2010
Hungary,men,U18,2010
Israel,men,U18,2010
Luxembourg,men,U18,2010
Montenegro,men,U18,2010
Netherlands,men,U18,2010
Portugal,men,U18,2010
Romania,men,U18,2010
Scotland,men,U18,2010
Slovakia,men,U18,2010
Switzerland,men,U18,2010
Bulgaria,men,U16,2010
Croatia,men,U16,2010
Denmark,men,U16,2010
France,men,U16,2010
Germany,men,U16,2010
Greece,men,U16,2010
Israel,men,U16,2010
Italy,men,U16,2010
Latvia,men,U16,2010
Lithuania,men,U16,2010
Montenegro,men,U16,2010
Poland,men,U16,2010
Russia,men,U16,2010
Serbia,men,U16,2010
Spain,men,U16,2010
Turkey,men,U16,2010
Austria,men,U16,2010
Belarus,men,U16,2010
Belgium,men,U16,2010
Czech Republic,men,U16,2010
England,men,U16,2010
Estonia,men,U16,2010
Finland,men,U16,2010
Georgia,men,U16,2010
Hungary,men,U16,2010
Ireland,men,U16,2010
Luxembourg,men,U16,2010
Netherlands,men,U16,2010
Norway,men,U16,2010
Portugal,men,U16,2010
Romania,men,U16,2010
Slovakia,men,U16,2010
Slovenia,men,U16,2010
Sweden,men,U16,2010
Switzerland,men,U16,2010
Ukraine,men,U16,2010
Belgium,men,U20,2009
Croatia,men,U20,2009
France,men,U20,2009
Germany,men,U20,2009
Greece,men,U20,2009
Israel,men,U20,2009
Italy,men,U20,2009
Latvia,men,U20,2009
Lithuania,men,U20,2009
Montenegro,men,U20,2009
Russia,men,U20,2009
Serbia,men,U20,2009
Slovenia,men,U20,2009
Spain,men,U20,2009
Turkey,men,U20,2009
Ukraine,men,U20,2009
Austria,men,U20,2009
Bulgaria,men,U20,2009
Czech Republic,men,U20,2009
Finland,men,U20,2009
Georgia,men,U20,2009
Great Britain,men,U20,2009
Hungary,men,U20,2009
Luxembourg,men,U20,2009
North Macedonia,men,U20,2009
Netherlands,men,U20,2009
Norway,men,U20,2009
Poland,men,U20,2009
Portugal,men,U20,2009
Romania,men,U20,2009
Slovakia,men,U20,2009
Sweden,men,U20,2009
Switzerland,men,U20,2009
Bulgaria,men,U18,2009
Croatia,men,U18,2009
Czech Republic,men,U18,2009
France,men,U18,2009
Germany,men,U18,2009
Greece,men,U18,2009
Israel,men,U18,2009
Italy,men,U18,2009
Latvia,men,U18,2009
Lithuania,men,U18,2009
Russia,men,U18,2009
Serbia,men,U18,2009
Slovenia,men,U18,2009
Spain,men,U18,2009
Turkey,men,U18,2009
Ukraine,men,U18,2009
Austria,men,U18,2009
Belarus,men,U18,2009
Belgium,men,U18,2009
Bosnia and Herzegovina,men,U18,2009
Denmark,men,U18,2009
England,men,U18,2009
Estonia,men,U18,2009
Finland,men,U18,2009
Georgia,men,U18,2009
Hungary,men,U18,2009
Iceland,men,U18,2009
Montenegro,men,U18,2009
Netherlands,men,U18,2009
Norway,men,U18,2009
Poland,men,U18,2009
Portugal,men,U18,2009
Romania,men,U18,2009
Scotland,men,U18,2009
Slovakia,men,U18,2009
Sweden,men,U18,2009
Switzerland,men,U18,2009
Croatia,men,U16,2009
Czech Republic,men,U16,2009
France,men,U16,2009
Germany,men,U16,2009
Greece,men,U16,2009
Israel,men,U16,2009
Italy,men,U16,2009
Latvia,men,U16,2009
Lithuania,men,U16,2009
Montenegro,men,U16,2009
Poland,men,U16,2009
Russia,men,U16,2009
Serbia,men,U16,2009
Spain,men,U16,2009
Turkey,men,U16,2009
Ukraine,men,U16,2009
Austria,men,U16,2009
Belarus,men,U16,2009
Belgium,men,U16,2009
Bulgaria,men,U16,2009
Denmark,men,U16,2009
England,men,U16,2009
Georgia,men,U16,2009
Hungary,men,U16,2009
Ireland,men,U16,2009
Luxembourg,men,U16,2009
Netherlands,men,U16,2009
Portugal,men,U16,2009
Romania,men,U16,2009
Slovakia,men,U16,2009
Slovenia,men,U16,2009
Sweden,men,U16,2009
Switzerland,men,U16,2009
Bulgaria,men,U20,2008
Croatia,men,U20,2008
France,men,U20,2008
Georgia,men,U20,2008
Greece,men,U20,2008
Israel,men,U20,2008
Italy,men,U20,2008
Latvia,men,U20,2008
Lithuania,men,U20,2008
Montenegro,men,U20,2008
Russia,men,U20,2008
Serbia,men,U20,2008
Slovenia,men,U20,2008
Spain,men,U20,2008
Turkey,men,U20,2008
Ukraine,men,U20,2008
Austria,men,U20,2008
Azerbaijan,men,U20,2008
Belgium,men,U20,2008
Czech Republic,men,U20,2008
Estonia,men,U20,2008
Finland,men,U20,2008
Germany,men,U20,2008
Great Britain,men,U20,2008
Hungary,men,U20,2008
Ireland,men,U20,2008
North Macedonia,men,U20,2008
Netherlands,men,U20,2008
Norway,men,U20,2008
Poland,men,U20,2008
Portugal,men,U20,2008
Romania,men,U20,2008
Slovakia,men,U20,2008
Sweden,men,U20,2008
Switzerland,men,U20,2008
Belgium,men,U18,2008
Bulgaria,men,U18,2008
Croatia,men,U18,2008
Estonia,men,U18,2008
France,men,U18,2008
Germany,men,U18,2008
Greece,men,U18,2008
Israel,men,U18,2008
Italy,men,U18,2008
Latvia,men,U18,2008
Lithuania,men,U18,2008
Russia,men,U18,2008
Serbia,men,U18,2008
Spain,men,U18,2008
Turkey,men,U18,2008
Ukraine,men,U18,2008
Austria,men,U18,2008
Belarus,men,U18,2008
Bosnia and Herzegovina,men,U18,2008
Czech Republic,men,U18,2008
Denmark,men,U18,2008
England,men,U18,2008
Finland,men,U18,2008
Georgia,men,U18,2008
Hungary,men,U18,2008
Ireland,men,U18,2008
Montenegro,men,U18,2008
Netherlands,men,U18,2008
Norway,men,U18,2008
Poland,men,U18,2008
Portugal,men,U18,2008
Romania,men,U18,2008
Slovakia,men,U18,2008
Slovenia,men,U18,2008
Sweden,men,U18,2008
Switzerland,men,U18,2008
Croatia,men,U16,2008
Czech Republic,men,U16,2008
France,men,U16,2008
Georgia,men,U16,2008
Greece,men,U16,2008
Hungary,men,U16,2008
Israel,men,U16,2008
Italy,men,U16,2008
Latvia,men,U16,2008
Lithuania,men,U16,2008
Poland,men,U16,2008
Russia,men,U16,2008
Serbia,men,U16,2008
Spain,men,U16,2008
Turkey,men,U16,2008
Ukraine,men,U16,2008
Austria,men,U16,2008
Belarus,men,U16,2008
Belgium,men,U16,2008
Bosnia and Herzegovina,men,U16,2008
Bulgaria,men,U16,2008
Cyprus,men,U16,2008
Denmark,men,U16,2008
England,men,U16,2008
Estonia,men,U16,2008
Finland,men,U16,2008
Germany,men,U16,2008
Iceland,men,U16,2008
Ireland,men,U16,2008
Luxembourg,men,U16,2008
North Macedonia,men,U16,2008
Montenegro,men,U16,2008
Netherlands,men,U16,2008
Portugal,men,U16,2008
Romania,men,U16,2008
Slovakia,men,U16,2008
Slovenia,men,U16,2008
Sweden,men,U16,2008
Switzerland,men,U16,2008
Bulgaria,men,U20,2007
Croatia,men,U20,2007
France,men,U20,2007
Georgia,men,U20,2007
Greece,men,U20,2007
Hungary,men,U20,2007
Israel,men,U20,2007
Italy,men,U20,2007
Latvia,men,U20,2007
Lithuania,men,U20,2007
North Macedonia,men,U20,2007
Russia,men,U20,2007
Serbia,men,U20,2007
Slovenia,men,U20,2007
Spain,men,U20,2007
Turkey,men,U20,2007
Austria,men,U20,2007
Belarus,men,U20,2007
Belgium,men,U20,2007
Czech Republic,men,U20,2007
Estonia,men,U20,2007
Finland,men,U20,2007
Germany,men,U20,2007
Great Britain,men,U20,2007
Ireland,men,U20,2007
Montenegro,men,U20,2007
Netherlands,men,U20,2007
Poland,men,U20,2007
Portugal,men,U20,2007
Romania,men,U20,2007
Slovakia,men,U20,2007
Sweden,men,U20,2007
Switzerland,men,U20,2007
Ukraine,men,U20,2007
Bulgaria,men,U18,2007
Croatia,men,U18,2007
Estonia,men,U18,2007
France,men,U18,2007
Germany,men,U18,2007
Greece,men,U18,2007
Israel,men,U18,2007
Italy,men,U18,2007
Latvia,men,U18,2007
Lithuania,men,U18,2007
Romania,men,U18,2007
Russia,men,U18,2007
Serbia,men,U18,2007
Slovenia,men,U18,2007
Spain,men,U18,2007
Turkey,men,U18,2007
Armenia,men,U18,2007
Austria,men,U18,2007
Belgium,men,U18,2007
Bosnia and Herzegovina,men,U18,2007
Czech Republic,men,U18,2007
Denmark,men,U18,2007
England,men,U18,2007
Finland,men,U18,2007
Hungary,men,U18,2007
Ireland,men,U18,2007
Luxembourg,men,U18,2007
Montenegro,men,U18,2007
Netherlands,men,U18,2007
Norway,men,U18,2007
Poland,men,U18,2007
Portugal,men,U18,2007
Slovakia,men,U18,2007
Sweden,men,U18,2007
Switzerland,men,U18,2007
Ukraine,men,U18,2007
Croatia,men,U16,2007
Czech Republic,men,U16,2007
France,men,U16,2007
Georgia,men,U16,2007
Greece,men,U16,2007
Israel,men,U16,2007
Italy,men,U16,2007
Latvia,men,U16,2007
Lithuania,men,U16,2007
Portugal,men,U16,2007
Russia,men,U16,2007
Serbia,men,U16,2007
Slovenia,men,U16,2007
Spain,men,U16,2007
Turkey,men,U16,2007
Ukraine,men,U16,2007
Armenia,men,U16,2007
Austria,men,U16,2007
Belarus,men,U16,2007
Belgium,men,U16,2007
Bosnia and Herzegovina,men,U16,2007
Bulgaria,men,U16,2007
Cyprus,men,U16,2007
England,men,U16,2007
Estonia,men,U16,2007
Finland,men,U16,2007
Germany,men,U16,2007
Hungary,men,U16,2007
Ireland,men,U16,2007
North Macedonia,men,U16,2007
Montenegro,men,U16,2007
Netherlands,men,U16,2007
Norway,men,U16,2007
Poland,men,U16,2007
Romania,men,U16,2007
Slovakia,men,U16,2007
Sweden,men,U16,2007
Bulgaria,men,U18,2006
Croatia,men,U18,2006
France,men,U18,2006
Germany,men,U18,2006
Greece,men,U18,2006
Iceland,men,U18,2006
Israel,men,U18,2006
Italy,men,U18,2006
Latvia,men,U18,2006
Lithuania,men,U18,2006
Russia,men,U18,2006
Serbia & Montenegro,men,U18,2006
Slovenia,men,U18,2006
Spain,men,U18,2006
Turkey,men,U18,2006
Ukraine,men,U18,2006
Austria,men,U18,2006
Belgium,men,U18,2006
Bosnia and Herzegovina,men,U18,2006
Czech Republic,men,U18,2006
England,men,U18,2006
Estonia,men,U18,2006
Finland,men,U18,2006
Hungary,men,U18,2006
Ireland,men,U18,2006
Luxembourg,men,U18,2006
Moldova,men,U18,2006
Netherlands,men,U18,2006
Norway,men,U18,2006
Poland,men,U18,2006
Portugal,men,U18,2006
Romania,men,U18,2006
Scotland,men,U18,2006
Slovakia,men,U18,2006
Sweden,men,U18,2006
Croatia,men,U16,2006
France,men,U16,2006
Germany,men,U16,2006
