country,gender,category,year
Israel,women,U20,2010
North Macedonia,women,U20,2010
Portugal,women,U20,2010
Slovakia,women,U20,2010
Belgium,women,U18,2010
Czech Republic,women,U18,2010
France,women,U18,2010
Hungary,women,U18,2010
Italy,women,U18,2010
Latvia,women,U18,2010
Lithuania,women,U18,2010
Poland,women,U18,2010
Russia,women,U18,2010
Serbia,women,U18,2010
Slovakia,women,U18,2010
Slovenia,women,U18,2010
Spain,women,U18,2010
Sweden,women,U18,2010
Turkey,women,U18,2010
Ukraine,women,U18,2010
Belarus,women,U18,2010
Bosnia and Herzegovina,women,U18,2010
Bulgaria,women,U18,2010
Croatia,women,U18,2010
Denmark,women,U18,2010
England,women,U18,2010
Estonia,women,U18,2010
Finland,women,U18,2010
Germany,women,U18,2010
Greece,women,U18,2010
Israel,women,U18,2010
Luxembourg,women,U18,2010
Montenegro,women,U18,2010
Netherlands,women,U18,2010
Portugal,women,U18,2010
Romania,women,U18,2010
Scotland,women,U18,2010
Switzerland,women,U18,2010
Belarus,women,U16,2010
Belgium,women,U16,2010
Croatia,women,U16,2010
Czech Republic,women,U16,2010
Finland,women,U16,2010
France,women,U16,2010
Greece,women,U16,2010
Italy,women,U16,2010
Lithuania,women,U16,2010
Netherlands,women,U16,2010
Poland,women,U16,2010
Russia,women,U16,2010
Serbia,women,U16,2010
Spain,women,U16,2010
Sweden,women,U16,2010
Turkey,women,U16,2010
Bulgaria,women,U16,2010
Denmark,women,U16,2010
England,women,U16,2010
Germany,women,U16,2010
Hungary,women,U16,2010
Ireland,women,U16,2010
Israel,women,U16,2010
Latvia,women,U16,2010
Luxembourg,women,U16,2010
North Macedonia,women,U16,2010
Portugal,women,U16,2010
Romania,women,U16,2010
Slovakia,women,U16,2010
Slovenia,women,U16,2010
Switzerland,women,U16,2010
Ukraine,women,U16,2010
Belarus,women,U20,2009
Bulgaria,women,U20,2009
Czech Republic,women,U20,2009
France,women,U20,2009
Germany,women,U20,2009
Italy,women,U20,2009
Latvia,women,U20,2009
Lithuania,women,U20,2009
Montenegro,women,U20,2009
Poland,women,U20,2009
Russia,women,U20,2009
Serbia,women,U20,2009
Spain,women,U20,2009
Sweden,women,U20,2009
Turkey,women,U20,2009
Ukraine,women,U20,2009
Austria,women,U20,2009
Belgium,women,U20,2009
Great Britain,women,U20,2009
Greece,women,U20,2009
Hungary,women,U20,2009
Israel,women,U20,2009
North Macedonia,women,U20,2009
Netherlands,women,U20,2009
Portugal,women,U20,2009
Romania,women,U20,2009
Slovakia,women,U20,2009
Belarus,women,U18,2009
Belgium,women,U18,2009
Bulgaria,women,U18,2009
Czech Republic,women,U18,2009
France,women,U18,2009
Italy,women,U18,2009
Latvia,women,U18,2009
Lithuania,women,U18,2009
Poland,women,U18,2009
Russia,women,U18,2009
Serbia,women,U18,2009
Slovakia,women,U18,2009
Spain,women,U18,2009
Sweden,women,U18,2009
Turkey,women,U18,2009
Ukraine,women,U18,2009
Bosnia and Herzegovina,women,U18,2009
Croatia,women,U18,2009
Denmark,women,U18,2009
England,women,U18,2009
Finland,women,U18,2009
Germany,women,U18,2009
Greece,women,U18,2009
Hungary,women,U18,2009
Israel,women,U18,2009
Netherlands,women,U18,2009
Norway,women,U18,2009
Portugal,women,U18,2009
Romania,women,U18,2009
Slovenia,women,U18,2009
Switzerland,women,U18,2009
Belarus,women,U16,2009
Belgium,women,U16,2009
Czech Republic,women,U16,2009
Finland,women,U16,2009
France,women,U16,2009
Germany,women,U16,2009
Greece,women,U16,2009
Hungary,women,U16,2009
Italy,women,U16,2009
Lithuania,women,U16,2009
Poland,women,U16,2009
Russia,women,U16,2009
Serbia,women,U16,2009
Spain,women,U16,2009
Sweden,women,U16,2009
Turkey,women,U16,2009
Austria,women,U16,2009
Bosnia and Herzegovina,women,U16,2009
Bulgaria,women,U16,2009
Croatia,women,U16,2009
Denmark,women,U16,2009
England,women,U16,2009
Estonia,women,U16,2009
Ireland,women,U16,2009
Israel,women,U16,2009
Latvia,women,U16,2009
Luxembourg,women,U16,2009
Montenegro,women,U16,2009
Netherlands,women,U16,2009
Portugal,women,U16,2009
Romania,women,U16,2009
Slovakia,women,U16,2009
Slovenia,women,U16,2009
Switzerland,women,U16,2009
Ukraine,women,U16,2009
Belarus,women,U20,2008
Belgium,women,U20,2008
Bulgaria,women,U20,2008
Czech Republic,women,U20,2008
France,women,U20,2008
Germany,women,U20,2008
Greece,women,U20,2008
Italy,women,U20,2008
Latvia,women,U20,2008
Lithuania,women,U20,2008
Montenegro,women,U20,2008
Russia,women,U20,2008
Serbia,women,U20,2008
Spain,women,U20,2008
Turkey,women,U20,2008
Ukraine,women,U20,2008
Great Britain,women,U20,2008
Hungary,women,U20,2008
Ireland,women,U20,2008
Israel,women,U20,2008
Netherlands,women,U20,2008
Poland,women,U20,2008
Portugal,women,U20,2008
Romania,women,U20,2008
Slovakia,women,U20,2008
Sweden,women,U20,2008
Belarus,women,U18,2008
Bulgaria,women,U18,2008
Croatia,women,U18,2008
Czech Republic,women,U18,2008
France,women,U18,2008
Italy,women,U18,2008
Lithuania,women,U18,2008
Poland,women,U18,2008
Romania,women,U18,2008
Russia,women,U18,2008
Serbia,women,U18,2008
Slovakia,women,U18,2008
Spain,women,U18,2008
Sweden,women,U18,2008
Turkey,women,U18,2008
Ukraine,women,U18,2008
Austria,women,U18,2008
Belgium,women,U18,2008
Bosnia and Herzegovina,women,U18,2008
Denmark,women,U18,2008
England,women,U18,2008
Estonia,women,U18,2008
Finland,women,U18,2008
Germany,women,U18,2008
Greece,women,U18,2008
Hungary,women,U18,2008
Ireland,women,U18,2008
Israel,women,U18,2008
Latvia,women,U18,2008
Luxembourg,women,U18,2008
North Macedonia,women,U18,2008
Netherlands,women,U18,2008
Portugal,women,U18,2008
Scotland,women,U18,2008
Slovenia,women,U18,2008
Switzerland,women,U18,2008
Belarus,women,U16,2008
Belgium,women,U16,2008
Czech Republic,women,U16,2008
France,women,U16,2008
Germany,women,U16,2008
Hungary,women,U16,2008
Italy,women,U16,2008
Latvia,women,U16,2008
Lithuania,women,U16,2008
Poland,women,U16,2008
Russia,women,U16,2008
Serbia,women,U16,2008
Spain,women,U16,2008
Sweden,women,U16,2008
Turkey,women,U16,2008
Ukraine,women,U16,2008
Bosnia and Herzegovina,women,U16,2008
Bulgaria,women,U16,2008
Croatia,women,U16,2008
Denmark,women,U16,2008
England,women,U16,2008
Estonia,women,U16,2008
Finland,women,U16,2008
Greece,women,U16,2008
Ireland,women,U16,2008
Israel,women,U16,2008
Luxembourg,women,U16,2008
Montenegro,women,U16,2008
Netherlands,women,U16,2008
Portugal,women,U16,2008
Romania,women,U16,2008
Slovakia,women,U16,2008
Slovenia,women,U16,2008
Switzerland,women,U16,2008
Belarus,women,U20,2007
Belgium,women,U20,2007
Bulgaria,women,U20,2007
Czech Republic,women,U20,2007
France,women,U20,2007
Germany,women,U20,2007
Greece,women,U20,2007
Hungary,women,U20,2007
Israel,women,U20,2007
Italy,women,U20,2007
Latvia,women,U20,2007
Russia,women,U20,2007
Serbia,women,U20,2007
Spain,women,U20,2007
Turkey,women,U20,2007
Ukraine,women,U20,2007
Great Britain,women,U20,2007
Ireland,women,U20,2007
Lithuania,women,U20,2007
Montenegro,women,U20,2007
Netherlands,women,U20,2007
Poland,women,U20,2007
Portugal,women,U20,2007
Romania,women,U20,2007
Sweden,women,U20,2007
Switzerland,women,U20,2007
Belarus,women,U18,2007
Bulgaria,women,U18,2007
Czech Republic,women,U18,2007
France,women,U18,2007
Germany,women,U18,2007
Hungary,women,U18,2007
Italy,women,U18,2007
Lithuania,women,U18,2007
Poland,women,U18,2007
Russia,women,U18,2007
Serbia,women,U18,2007
Slovakia,women,U18,2007
Spain,women,U18,2007
Sweden,women,U18,2007
Turkey,women,U18,2007
Ukraine,women,U18,2007
Austria,women,U18,2007
Belgium,women,U18,2007
Bosnia and Herzegovina,women,U18,2007
Croatia,women,U18,2007
Denmark,women,U18,2007
England,women,U18,2007
Estonia,women,U18,2007
Finland,women,U18,2007
Greece,women,U18,2007
Ireland,women,U18,2007
Israel,women,U18,2007
Latvia,women,U18,2007
Luxembourg,women,U18,2007
Montenegro,women,U18,2007
Netherlands,women,U18,2007
Portugal,women,U18,2007
Romania,women,U18,2007
Scotland,women,U18,2007
Slovenia,women,U18,2007
Belarus,women,U16,2007
Belgium,women,U16,2007
Czech Republic,women,U16,2007
France,women,U16,2007
Greece,women,U16,2007
Hungary,women,U16,2007
Latvia,women,U16,2007
Lithuania,women,U16,2007
Poland,women,U16,2007
Russia,women,U16,2007
Serbia,women,U16,2007
Slovakia,women,U16,2007
Spain,women,U16,2007
Sweden,women,U16,2007
Turkey,women,U16,2007
Ukraine,women,U16,2007
Bosnia and Herzegovina,women,U16,2007
Bulgaria,women,U16,2007
Croatia,women,U16,2007
England,women,U16,2007
Finland,women,U16,2007
Germany,women,U16,2007
Ireland,women,U16,2007
Israel,women,U16,2007
Italy,women,U16,2007
Montenegro,women,U16,2007
Netherlands,women,U16,2007
Portugal,women,U16,2007
Romania,women,U16,2007
Slovenia,women,U16,2007
Belarus,women,U18,2006
Belgium,women,U18,2006
Bulgaria,women,U18,2006
Czech Republic,women,U18,2006
France,women,U18,2006
Germany,women,U18,2006
Greece,women,U18,2006
Hungary,women,U18,2006
Lithuania,women,U18,2006
Poland,women,U18,2006
Russia,women,U18,2006
Serbia & Montenegro,women,U18,2006
Slovakia,women,U18,2006
Spain,women,U18,2006
Sweden,women,U18,2006
Turkey,women,U18,2006
Bosnia and Herzegovina,women,U18,2006
Croatia,women,U18,2006
England,women,U18,2006
Estonia,women,U18,2006
Finland,women,U18,2006
Iceland,women,U18,2006
Ireland,women,U18,2006
Israel,women,U18,2006
Italy,women,U18,2006
Latvia,women,U18,2006
North Macedonia,women,U18,2006
Portugal,women,U18,2006
Romania,women,U18,2006
Ukraine,women,U18,2006
Belarus,women,U16,2006
Croatia,women,U16,2006
Czech Republic,women,U16,2006
Estonia,women,U16,2006
France,women,U16,2006
Greece,women,U16,2006
Hungary,women,U16,2006
Lithuania,women,U16,2006
Poland,women,U16,2006
Russia,women,U16,2006
Serbia & Montenegro,women,U16,2006
Slovakia,women,U16,2006
Spain,women,U16,2006
Turkey,women,U16,2006
Ukraine,women,U16,2006
Austria,women,U16,2006
Bosnia and Herzegovina,women,U16,2006
Bulgaria,women,U16,2006
England,women,U16,2006
Finland,women,U16,2006
Germany,women,U16,2006
Iceland,women,U16,2006
Ireland,women,U16,2006
Israel,women,U16,2006
Italy,women,U16,2006
Latvia,women,U16,2006
Luxembourg,women,U16,2006
Netherlands,women,U16,2006
Portugal,women,U16,2006
Romania,women,U16,2006
Slovenia,women,U16,2006
Sweden,women,U16,2006
Belgium,women,U18,2005
Bulgaria,women,U18,2005
Croatia,women,U18,2005
Czech Republic,women,U18,2005
France,women,U18,2005
Germany,women,U18,2005
Greece,women,U18,2005
Hungary,women,U18,2005
Italy,women,U18,2005
Lithuania,women,U18,2005
Poland,women,U18,2005
Russia,women,U18,2005
Serbia & Montenegro,women,U18,2005
Slovakia,women,U18,2005
Spain,women,U18,2005
Turkey,women,U18,2005
Belarus,women,U18,2005
Bosnia and Herzegovina,women,U18,2005
England,women,U18,2005
Estonia,women,U18,2005
Finland,women,U18,2005
Iceland,women,U18,2005
Ireland,women,U18,2005
Israel,women,U18,2005
Latvia,women,U18,2005
Luxembourg,women,U18,2005
Netherlands,women,U18,2005
Portugal,women,U18,2005
Romania,women,U18,2005
Sweden,women,U18,2005
Ukraine,women,U18,2005
Belarus,women,U16,2005
Belgium,women,U16,2005
Bulgaria,women,U16,2005
Croatia,women,U16,2005
Czech Republic,women,U16,2005
France,women,U16,2005
Greece,women,U16,2005
Hungary,women,U16,2005
Italy,women,U16,2005
Lithuania,women,U16,2005
Poland,women,U16,2005
Russia,women,U16,2005
Serbia & Montenegro,women,U16,2005
Spain,women,U16,2005
Turkey,women,U16,2005
Ukraine,women,U16,2005
Austria,women,U16,2005
Bosnia and Herzegovina,women,U16,2005
England,women,U16,2005
Estonia,women,U16,2005
Finland,women,U16,2005
Germany,women,U16,2005
Iceland,women,U16,2005
Ireland,women,U16,2005
Israel,women,U16,2005
Latvia,women,U16,2005
Netherlands,women,U16,2005
Portugal,women,U16,2005
Romania,women,U16,2005
Slovakia,women,U16,2005
Slovenia,women,U16,2005
Sweden,women,U16,2005
Belarus,women,U16,2004
Belgium,women,U16,2004
Bulgaria,women,U16,2004
Croatia,women,U16,2004
Czech Republic,women,U16,2004
France,women,U16,2004
Germany,women,U16,2004
Greece,women,U16,2004
Hungary,women,U16,2004
Italy,women,U16,2004
Poland,women,U16,2004
Russia,women,U16,2004
Serbia & Montenegro,women,U16,2004
Slovakia,women,U16,2004
Spain,women,U16,2004
Turkey,women,U16,2004
Albania,women,U16,2004
England,women,U16,2004
Estonia,women,U16,2004
Finland,women,U16,2004
Iceland,women,U16,2004
Ireland,women,U16,2004
Latvia,women,U16,2004
Lithuania,women,U16,2004
Luxembourg,women,U16,2004
Netherlands,women,U16,2004
Portugal,women,U16,2004
Romania,women,U16,2004
Slovenia,women,U16,2004
Sweden,women,U16,2004
Ukraine,women,U16,2004
Belgium,women,U16,2006
Bosnia and Herzegovina,women,U16,2004
Israel,women,U16,2004
Belarus,women,U20,2019
Belgium,women,U20,2019
Czech Republic,women,U20,2019
France,women,U20,2019
Germany,women,U20,2019
Hungary,women,U20,2019
Italy,women,U20,2019
Latvia,women,U20,2019
Lithuania,women,U20,2019
Netherlands,women,U20,2019
Poland,women,U20,2019
Portugal,women,U20,2019
Russia,women,U20,2019
Serbia,women,U20,2019
Spain,women,U20,2019
Sweden,women,U20,2019
Bulgaria,women,U20,2019
Croatia,women,U20,2019
Finland,women,U20,2019
Great Britain,women,U20,2019
Greece,women,U20,2019
Iceland,women,U20,2019
Ireland,women,U20,2019
Israel,women,U20,2019
Kosovo,women,U20,2019
Romania,women,U20,2019
Turkey,women,U20,2019
Ukraine,women,U20,2019
Belarus,women,U18,2019
Belgium,women,U18,2019
Bosnia and Herzegovina,women,U18,2019
Croatia,women,U18,2019
Czech Republic,women,U18,2019
France,women,U18,2019
Germany,women,U18,2019
Hungary,women,U18,2019
Israel,women,U18,2019
Italy,women,U18,2019
Latvia,women,U18,2019
Lithuania,women,U18,2019
Poland,women,U18,2019
Russia,women,U18,2019
Serbia,women,U18,2019
Spain,women,U18,2019
Albania,women,U18,2019
Austria,women,U18,2019
Bulgaria,women,U18,2019
Denmark,women,U18,2019
Estonia,women,U18,2019
Finland,women,U18,2019
Great Britain,women,U18,2019
Greece,women,U18,2019
Iceland,women,U18,2019
Ireland,women,U18,2019
Kosovo,women,U18,2019
Luxembourg,women,U18,2019
Netherlands,women,U18,2019
North Macedonia,women,U18,2019
Norway,women,U18,2019
Portugal,women,U18,2019
Romania,women,U18,2019
Slovakia,women,U18,2019
Slovenia,women,U18,2019
Sweden,women,U18,2019
Switzerland,women,U18,2019
Turkey,women,U18,2019
Ukraine,women,U18,2019
Belgium,women,U16,2019
Czech Republic,women,U16,2019
Denmark,women,U16,2019
Finland,women,U16,2019
France,women,U16,2019
Germany,women,U16,2019
Greece,women,U16,2019
Hungary,women,U16,2019
Italy,women,U16,2019
Latvia,women,U16,2019
Lithuania,women,U16,2019
Poland,women,U16,2019
Russia,women,U16,2019
Spain,women,U16,2019
Sweden,women,U16,2019
Turkey,women,U16,2019
Albania,women,U16,2019
Austria,women,U16,2019
Belarus,women,U16,2019
Bosnia and Herzegovina,women,U16,2019
Bulgaria,women,U16,2019
Croatia,women,U16,2019
Great Britain,women,U16,2019
Iceland,women,U16,2019
Ireland,women,U16,2019
Israel,women,U16,2019
Kosovo,women,U16,2019
Luxembourg,women,U16,2019
Montenegro,women,U16,2019
Netherlands,women,U16,2019
North Macedonia,women,U16,2019
Norway,women,U16,2019
Portugal,women,U16,2019
Romania,women,U16,2019
Serbia,women,U16,2019
Slovakia,women,U16,2019
Slovenia,women,U16,2019
Switzerland,women,U16,2019
Ukraine,women,U16,2019
Belgium,women,U20,2018
Croatia,women,U20,2018
France,women,U20,2018
Germany,women,U20,2018
Hungary,women,U20,2018
Italy,women,U20,2018
Latvia,women,U20,2018
Netherlands,women,U20,2018
Poland,women,U20,2018
Portugal,women,U20,2018
Russia,women,U20,2018
Serbia,women,U20,2018
Slovakia,women,U20,2018
Slovenia,women,U20,2018
Spain,women,U20,2018
Sweden,women,U20,2018
Belarus,women,U20,2018
Bulgaria,women,U20,2018
Czech Republic,women,U20,2018
Denmark,women,U20,2018
Great Britain,women,U20,2018
Greece,women,U20,2018
Iceland,women,U20,2018
Israel,women,U20,2018
Lithuania,women,U20,2018
Romania,women,U20,2018
Turkey,women,U20,2018
Ukraine,women,U20,2018
Belgium,women,U18,2018
Bosnia and Herzegovina,women,U18,2018
Croatia,women,U18,2018
Czech Republic,women,U18,2018
France,women,U18,2018
Germany,women,U18,2018
Hungary,women,U18,2018
Ireland,women,U18,2018
Italy,women,U18,2018
Latvia,women,U18,2018
Poland,women,U18,2018
Russia,women,U18,2018
Serbia,women,U18,2018
Slovenia,women,U18,2018
Spain,women,U18,2018
Sweden,women,U18,2018
Albania,women,U18,2018
Austria,women,U18,2018
Belarus,women,U18,2018
Bulgaria,women,U18,2018
Cyprus,women,U18,2018
Denmark,women,U18,2018
Finland,women,U18,2018
Georgia,women,U18,2018
Great Britain,women,U18,2018
Greece,women,U18,2018
Iceland,women,U18,2018
Israel,women,U18,2018
Kosovo,women,U18,2018
Lithuania,women,U18,2018
Luxembourg,women,U18,2018
Montenegro,women,U18,2018
Netherlands,women,U18,2018
Norway,women,U18,2018
Portugal,women,U18,2018
Romania,women,U18,2018
Slovakia,women,U18,2018
Switzerland,women,U18,2018
Turkey,women,U18,2018
Ukraine,women,U18,2018
Belgium,women,U16,2018
Croatia,women,U16,2018
Czech Republic,women,U16,2018
Denmark,women,U16,2018
France,women,U16,2018
Germany,women,U16,2018
Hungary,women,U16,2018
Italy,women,U16,2018
Latvia,women,U16,2018
Lithuania,women,U16,2018
Netherlands,women,U16,2018
Poland,women,U16,2018
Russia,women,U16,2018
Serbia,women,U16,2018
Spain,women,U16,2018
Turkey,women,U16,2018
Albania,women,U16,2018
Belarus,women,U16,2018
Bosnia and Herzegovina,women,U16,2018
Bulgaria,women,U16,2018
Estonia,women,U16,2018
Finland,women,U16,2018
Great Britain,women,U16,2018
Greece,women,U16,2018
Iceland,women,U16,2018
Ireland,women,U16,2018
Israel,women,U16,2018
Kosovo,women,U16,2018
Luxembourg,women,U16,2018
North Macedonia,women,U16,2018
Montenegro,women,U16,2018
Norway,women,U16,2018
Portugal,women,U16,2018
Romania,women,U16,2018
Slovakia,women,U16,2018
Slovenia,women,U16,2018
Sweden,women,U16,2018
Switzerland,women,U16,2018
Ukraine,women,U16,2018
Belgium,women,U20,2017
Bosnia and Herzegovina,women,U20,2017
France,women,U20,2017
Hungary,women,U20,2017
Italy,women,U20,2017
Latvia,women,U20,2017
Lithuania,women,U20,2017
Netherlands,women,U20,2017
Poland,women,U20,2017
Portugal,women,U20,2017
Russia,women,U20,2017
Serbia,women,U20,2017
Slovenia,women,U20,2017
Spain,women,U20,2017
Sweden,women,U20,2017
Turkey,women,U20,2017
Belarus,women,U20,2017
Croatia,women,U20,2017
Czech Republic,women,U20,2017
Germany,women,U20,2017
Great Britain,women,U20,2017
Greece,women,U20,2017
Iceland,women,U20,2017
Ireland,women,U20,2017
Israel,women,U20,2017
Romania,women,U20,2017
Slovakia,women,U20,2017
Ukraine,women,U20,2017
Belgium,women,U18,2017
Bosnia and Herzegovina,women,U18,2017
Croatia,women,U18,2017
Czech Republic,women,U18,2017
France,women,U18,2017
Greece,women,U18,2017
Hungary,women,U18,2017
Italy,women,U18,2017
Latvia,women,U18,2017
Lithuania,women,U18,2017
Russia,women,U18,2017
Serbia,women,U18,2017
Slovenia,women,U18,2017
Spain,women,U18,2017
Sweden,women,U18,2017
Turkey,women,U18,2017
Albania,women,U18,2017
Austria,women,U18,2017
Belarus,women,U18,2017
Bulgaria,women,U18,2017
Estonia,women,U18,2017
Finland,women,U18,2017
Georgia,women,U18,2017
Germany,women,U18,2017
Great Britain,women,U18,2017
Iceland,women,U18,2017
Ireland,women,U18,2017
Israel,women,U18,2017
Luxembourg,women,U18,2017
North Macedonia,women,U18,2017
Moldova,women,U18,2017
Netherlands,women,U18,2017
Norway,women,U18,2017
Poland,women,U18,2017
Portugal,women,U18,2017
Romania,women,U18,2017
Slovakia,women,U18,2017
Switzerland,women,U18,2017
Ukraine,women,U18,2017
Belarus,women,U16,2017
Croatia,women,U16,2017
Czech Republic,women,U16,2017
France,women,U16,2017
Germany,women,U16,2017
Hungary,women,U16,2017
Italy,women,U16,2017
Latvia,women,U16,2017
Lithuania,women,U16,2017
Netherlands,women,U16,2017
Poland,women,U16,2017
Romania,women,U16,2017
Russia,women,U16,2017
Serbia,women,U16,2017
Spain,women,U16,2017
Turkey,women,U16,2017
Albania,women,U16,2017
Belgium,women,U16,2017
Bosnia and Herzegovina,women,U16,2017
Bulgaria,women,U16,2017
Denmark,women,U16,2017
Estonia,women,U16,2017
Finland,women,U16,2017
Great Britain,women,U16,2017
Greece,women,U16,2017
Iceland,women,U16,2017
Ireland,women,U16,2017
Israel,women,U16,2017
Luxembourg,women,U16,2017
North Macedonia,women,U16,2017
Moldova,women,U16,2017
Norway,women,U16,2017
Portugal,women,U16,2017
Slovakia,women,U16,2017
Slovenia,women,U16,2017
Sweden,women,U16,2017
Switzerland,women,U16,2017
Ukraine,women,U16,2017
Belgium,women,U20,2016
Bosnia and Herzegovina,women,U20,2016
France,women,U20,2016
Germany,women,U20,2016
Greece,women,U20,2016
Italy,women,U20,2016
Latvia,women,U20,2016
Netherlands,women,U20,2016
Poland,women,U20,2016
Portugal,women,U20,2016
Russia,women,U20,2016
Serbia,women,U20,2016
Slovakia,women,U20,2016
Spain,women,U20,2016
Sweden,women,U20,2016
Belarus,women,U20,2016
Bulgaria,women,U20,2016
Croatia,women,U20,2016
Czech Republic,women,U20,2016
Great Britain,women,U20,2016
Hungary,women,U20,2016
Ireland,women,U20,2016
Israel,women,U20,2016
Lithuania,women,U20,2016
Montenegro,women,U20,2016
Romania,women,U20,2016
Slovenia,women,U20,2016
Ukraine,women,U20,2016
Belgium,women,U18,2016
Croatia,women,U18,2016
Czech Republic,women,U18,2016
France,women,U18,2016
Hungary,women,U18,2016
Israel,women,U18,2016
Italy,women,U18,2016
Latvia,women,U18,2016
Lithuania,women,U18,2016
Netherlands,women,U18,2016
Russia,women,U18,2016
Serbia,women,U18,2016
Slovakia,women,U18,2016
Slovenia,women,U18,2016
Spain,women,U18,2016
Turkey,women,U18,2016
Albania,women,U18,2016
Belarus,women,U18,2016
Bosnia and Herzegovina,women,U18,2016
Bulgaria,women,U18,2016
Denmark,women,U18,2016
England,women,U18,2016
Estonia,women,U18,2016
Finland,women,U18,2016
Germany,women,U18,2016
Greece,women,U18,2016
Iceland,women,U18,2016
Ireland,women,U18,2016
North Macedonia,women,U18,2016
Poland,women,U18,2016
Portugal,women,U18,2016
Romania,women,U18,2016
Scotland,women,U18,2016
Sweden,women,U18,2016
Ukraine,women,U18,2016
Belarus,women,U16,2016
Croatia,women,U16,2016
Czech Republic,women,U16,2016
France,women,U16,2016
Germany,women,U16,2016
Hungary,women,U16,2016
Italy,women,U16,2016
Latvia,women,U16,2016
Lithuania,women,U16,2016
Portugal,women,U16,2016
Russia,women,U16,2016
Serbia,women,U16,2016
Slovakia,women,U16,2016
Spain,women,U16,2016
Sweden,women,U16,2016
Turkey,women,U16,2016
Albania,women,U16,2016
Austria,women,U16,2016
Belgium,women,U16,2016
Bosnia and Herzegovina,women,U16,2016
Bulgaria,women,U16,2016
Cyprus,women,U16,2016
Denmark,women,U16,2016
England,women,U16,2016
Estonia,women,U16,2016
Finland,women,U16,2016
Greece,women,U16,2016
Iceland,women,U16,2016
Ireland,women,U16,2016
Israel,women,U16,2016
Luxembourg,women,U16,2016
North Macedonia,women,U16,2016
Netherlands,women,U16,2016
Norway,women,U16,2016
Poland,women,U16,2016
Romania,women,U16,2016
Scotland,women,U16,2016
Slovenia,women,U16,2016
Ukraine,women,U16,2016
